date,code,name,12m_low,12m_high,day_low,day_high,day_price,previous,volume
2012-08-24,KCB,Kenya Commercial Bank,21.75,44,25.5,25.75,25.5,25.5,"1,740,000"
2012-08-27,KCB,Kenya Commercial Bank,21.75,44,25.5,25.75,25.5,25.5,"457,900"
2012-08-28,KCB,Kenya Commercial Bank,21.75,44,25.5,26,25.5,25.5,"431,500"
2012-08-29,KCB,Kenya Commercial Bank,21.75,44,25.5,26,25.5,25.5,"1,090,000"
2012-08-30,KCB,Kenya Commercial Bank,21.75,44,25.5,26,25.5,25.5,"454,200"
2012-08-31,KCB,Kenya Commercial Bank,21.75,44,25.5,26,25.5,25.5,"1,040,000"
2012-09-03,KCB,Kenya Commercial Bank,21.75,44,25.75,26,25.75,25.5,"8,650,000"
2012-09-04,KCB,Kenya Commercial Bank,21.75,44,25.75,26.25,26,25.75,"617,000"
2012-09-05,KCB,Kenya Commercial Bank,21.75,44,26,26.5,26,26,"215,800"
2012-09-06,KCB,Kenya Commercial Bank,21.75,44,26,26.25,26,26,"443,600"
2012-09-07,KCB,Kenya Commercial Bank,21.75,44,26,26.5,26.25,26,"1,120,000"
2012-09-10,KCB,Kenya Commercial Bank,21.75,44,26.25,27,26.5,26.25,"1,740,000"
2012-09-11,KCB,Kenya Commercial Bank,21.75,44,26.5,27.5,26.75,26.5,"2,360,000"
2012-09-12,KCB,Kenya Commercial Bank,21.75,44,27,28.5,27.75,26.75,"1,140,000"
2012-09-13,KCB,Kenya Commercial Bank,21.75,44,27.75,28.75,28,27.75,"10,080,000"
2012-09-14,KCB,Kenya Commercial Bank,21.75,44,27,28,27,28,"3,110,000"
2012-09-17,KCB,Kenya Commercial Bank,21.75,44,27,27.5,27,27,"1,410,000"
2012-09-18,KCB,Kenya Commercial Bank,21.75,44,27,27.5,27,27,"708,900"
2012-09-19,KCB,Kenya Commercial Bank,21.75,44,27.25,27.75,27.25,27,"1,030,000"
2012-09-20,KCB,Kenya Commercial Bank,21.75,44,27.5,27.75,27.5,27.25,"384,000"
2012-09-21,KCB,Kenya Commercial Bank,21.75,44,27.25,28,27.25,27.5,"8,300,000"
2012-09-24,KCB,Kenya Commercial Bank,21.75,44,26.75,27.5,27,27.25,"4,350,000"
2012-09-25,KCB,Kenya Commercial Bank,21.75,44,26.5,27.25,26.75,27,"861,100"
2012-09-26,KCB,Kenya Commercial Bank,21.75,44,27,28,27.5,26.75,"1,990,000"
2012-09-27,KCB,Kenya Commercial Bank,21.75,44,27.5,27.75,27.5,27.5,"757,300"
2012-09-28,KCB,Kenya Commercial Bank,21.75,44,27.5,27.75,27.5,27.5,"578,600"
2012-10-01,KCB,Kenya Commercial Bank,21.75,44,27.5,27.75,27.5,27.5,"579,600"
2012-10-02,KCB,Kenya Commercial Bank,21.75,44,27.5,28,27.5,27.5,"12,730,000"
2012-10-03,KCB,Kenya Commercial Bank,21.75,44,27.5,28,27.5,27.5,"4,830,000"
2012-10-04,KCB,Kenya Commercial Bank,21.75,44,27.5,28.25,27.75,27.5,"5,360,000"
2012-10-05,KCB,Kenya Commercial Bank,21.75,44,27.75,28.25,28,27.75,"419,600"
2012-10-08,KCB,Kenya Commercial Bank,21.75,44,28,28.25,28,28,"771,800"
2012-10-09,KCB,Kenya Commercial Bank,21.75,44,28,28.5,28,28,"646,400"
2012-10-10,KCB,Kenya Commercial Bank,21.75,44,28,28.25,28,28,"1,720,000"
2012-10-11,KCB,Kenya Commercial Bank,21.75,44,28,28.25,28,28,"289,700"
2012-10-12,KCB,Kenya Commercial Bank,21.75,44,28,28.25,28,28,"153,800"
2012-10-15,KCB,Kenya Commercial Bank,21.75,44,28,28.25,28,28,"347,600"
2012-10-16,KCB,Kenya Commercial Bank,21.75,44,28,28.5,28,28,"2,080,000"
2012-10-17,KCB,Kenya Commercial Bank,21.75,44,28.25,28.75,28.25,28,"598,500"
2012-10-18,KCB,Kenya Commercial Bank,21.75,44,28.5,29,28.5,28.25,"1,630,000"
2012-10-19,KCB,Kenya Commercial Bank,21.75,44,28.75,29,28.75,28.5,"215,000"
2012-10-22,KCB,Kenya Commercial Bank,21.75,44,28.25,29,28.75,28.75,"4,440,000"
2012-10-23,KCB,Kenya Commercial Bank,21.75,44,29,29.5,29.25,28.75,"304,100"
2012-10-24,KCB,Kenya Commercial Bank,21.75,42,29.5,30,29.5,29.5,"904,400"
2012-10-25,KCB,Kenya Commercial Bank,21.75,42,29.5,30,29.5,29.5,"904,400"
2012-10-26,KCB,Kenya Commercial Bank,21.75,42,29.75,30.5,30,29.5,"1,630,000"
2012-10-29,KCB,Kenya Commercial Bank,21.75,42,30.25,30.75,30.25,30,"1,960,000"
2012-10-30,KCB,Kenya Commercial Bank,21.75,42,29.5,30.5,29.75,30.25,"5,070,000"
2012-10-31,KCB,Kenya Commercial Bank,21.75,42,29.5,30.25,29.75,29.75,"4,690,000"
2012-11-01,KCB,Kenya Commercial Bank,21.75,42,29.75,30,29.75,29.75,"1,510,000"
2012-11-02,KCB,Kenya Commercial Bank,21.75,42,29.75,30.25,29.75,29.75,"5,110,000"
2012-11-05,KCB,Kenya Commercial Bank,21.75,42,30,30.5,30,29.75,"1,730,000"
2012-11-06,KCB,Kenya Commercial Bank,21.75,42,29.75,30.25,30,30,"1,560,000"
2012-11-07,KCB,Kenya Commercial Bank,21.75,42,30,30.25,30,30,"840,600"
2012-11-08,KCB,Kenya Commercial Bank,21.75,42,30,30.25,30,30,"3,090,000"
2012-11-09,KCB,Kenya Commercial Bank,21.75,42,30,30.5,30,30,"1,260,000"
2012-11-12,KCB,Kenya Commercial Bank,21.75,42,30,30.5,30,30,"649,000"
2012-11-13,KCB,Kenya Commercial Bank,21.75,42,30,30.5,30,30,"1,230,000"
2012-11-14,KCB,Kenya Commercial Bank,21.75,42,30,30.5,30.25,30,"776,200"
2012-11-15,KCB,Kenya Commercial Bank,21.75,42,30,30.5,30.25,30.25,"472,300"
2012-11-16,KCB,Kenya Commercial Bank,21.75,42,30,30.5,30.25,30.25,"1,640,000"
2012-11-19,KCB,Kenya Commercial Bank,21.75,42,30,30.5,30.25,30.25,"1,410,000"
2012-11-20,KCB,Kenya Commercial Bank,21.75,42,30,30.5,30,30.25,"3,030,000"
2012-11-21,KCB,Kenya Commercial Bank,21.75,42,30,30.25,30,30,"3,680,000"
2012-11-22,KCB,Kenya Commercial Bank,21.75,42,29.75,30.25,29.75,30,"3,010,000"
2012-11-23,KCB,Kenya Commercial Bank,21.75,42,29.75,30,29.75,29.75,"5,500,000"
2012-11-26,KCB,Kenya Commercial Bank,21.75,42,29.5,30,29.75,29.75,"2,140,000"
2012-11-27,KCB,Kenya Commercial Bank,21.75,42,28.5,30,28.5,29.75,"246,700"
2012-11-28,KCB,Kenya Commercial Bank,21.75,42,28,28.75,28.25,28.5,"3,410,000"
2012-11-29,KCB,Kenya Commercial Bank,21.75,42,27,28.25,27.5,28.25,"538,400"
2012-11-30,KCB,Kenya Commercial Bank,21.75,42,27.75,28,27.75,27.5,"2,430,000"
2012-12-03,KCB,Kenya Commercial Bank,21.75,42,27.5,28,27.5,27.75,"729,700"
2012-12-04,KCB,Kenya Commercial Bank,21.75,42,27.5,27.75,27.5,27.5,"712,100"
2012-12-05,KCB,Kenya Commercial Bank,21.75,42,27.5,27.75,27.5,27.5,"261,600"
2012-12-06,KCB,Kenya Commercial Bank,21.75,42,27,27.75,27.25,27.5,"1,550,000"
2012-12-07,KCB,Kenya Commercial Bank,21.75,42,27,27.75,27.5,27.25,"1,320,000"
2012-12-10,KCB,Kenya Commercial Bank,21.75,42,27,27.5,27.25,27.5,"953,700"
2012-12-11,KCB,Kenya Commercial Bank,21.75,42,27,27.75,27.5,27.25,"1,900,000"
2012-12-13,KCB,Kenya Commercial Bank,21.75,42,27.75,29,28.5,27.5,"2,910,000"
2012-12-14,KCB,Kenya Commercial Bank,21.75,42,28.5,29.25,29,28.5,"338,000"
2012-12-17,KCB,Kenya Commercial Bank,21.75,42,28.75,29.5,29,29,"489,100"
2012-12-18,KCB,Kenya Commercial Bank,21.75,42,29,29.5,29,29,"1,230,000"
2012-12-19,KCB,Kenya Commercial Bank,21.75,42,29.25,29.5,29.25,29,"1,820,000"
2012-12-20,KCB,Kenya Commercial Bank,21.75,42,29.25,30,29.25,29.25,"901,500"
2012-12-21,KCB,Kenya Commercial Bank,21.75,42,29.5,30,29.5,29.25,"995,700"
2012-12-24,KCB,Kenya Commercial Bank,21.75,42,29.5,30,29.75,29.5,"195,800"
2012-12-27,KCB,Kenya Commercial Bank,21.75,42,29.5,30,29.75,29.75,"277,300"
2012-12-28,KCB,Kenya Commercial Bank,21.75,42,29.75,30.25,29.75,29.75,"1,470,000"
2012-12-31,KCB,Kenya Commercial Bank,21.75,42,29.75,30.25,29.75,29.75,"245,600"
