date,code,name,12m_low,12m_high,day_low,day_high,day_price,previous,volume
2011-07-18,KCB,Kenya Commercial Bank,21.75,44,21.25,23,22.75,23,"10,120,000"
2011-07-19,KCB,Kenya Commercial Bank,21.75,44,22.5,23,22.75,22.75,"8,090,000"
2011-07-20,KCB,Kenya Commercial Bank,21.75,44,22.5,23,22.75,22.75,"6,420,000"
2011-07-21,KCB,Kenya Commercial Bank,21.75,44,22.75,23.25,22.75,22.75,"153,100"
2011-07-22,KCB,Kenya Commercial Bank,21.75,44,22.5,23.5,22.75,22.75,"406,100"
2011-07-25,KCB,Kenya Commercial Bank,21.75,44,23,23.5,23,22.75,"10,270,000"
2011-07-26,KCB,Kenya Commercial Bank,21.75,44,23,23.5,23,23,"224,800"
2011-07-27,KCB,Kenya Commercial Bank,21.75,44,23,23.5,23.25,23,"1,540,000"
2011-07-28,KCB,Kenya Commercial Bank,21.75,44,23,23.25,23,23.25,"85,600"
2011-07-29,KCB,Kenya Commercial Bank,21.75,44,22.5,23.25,23,23,"770,000"
2011-08-01,KCB,Kenya Commercial Bank,21.75,44,22.5,23.25,22.75,23,"586,300"
2011-08-02,KCB,Kenya Commercial Bank,21.75,44,22.75,23.25,23,22.75,"5,340,000"
2011-08-03,KCB,Kenya Commercial Bank,21.75,44,23,23.25,23,23,"293,000"
2011-08-04,KCB,Kenya Commercial Bank,21.75,44,23,23.25,23,23,"224,400"
2011-08-05,KCB,Kenya Commercial Bank,21.75,44,22,23.25,22.5,23,"1,330,000"
2011-08-08,KCB,Kenya Commercial Bank,21.75,44,20.25,22.5,21.75,22.5,"721,800"
2011-08-09,KCB,Kenya Commercial Bank,21.75,44,19.85,22,20.25,21.75,"1,840,000"
2011-08-10,KCB,Kenya Commercial Bank,21.75,44,20.25,20.75,20.25,20.25,"1,090,000"
2011-08-11,KCB,Kenya Commercial Bank,21.75,44,20.5,21.5,20.75,20.25,"1,970,000"
2011-08-12,KCB,Kenya Commercial Bank,21.75,44,20.5,21,20.75,20.75,"210,900"
2011-08-15,KCB,Kenya Commercial Bank,21.75,44,20.75,21,20.75,20.75,"118,400"
2011-08-16,KCB,Kenya Commercial Bank,21.75,44,20.75,21.75,21,20.75,"2,170,000"
2011-08-17,KCB,Kenya Commercial Bank,21.75,44,20.75,21.75,21,21,"511,300"
2011-08-18,KCB,Kenya Commercial Bank,21.75,44,20.5,21,20.5,21,"3,150,000"
2011-08-19,KCB,Kenya Commercial Bank,21.75,44,20.25,20.75,20.25,20.5,"1,330,000"
2011-08-22,KCB,Kenya Commercial Bank,21.75,44,20.25,21,20.25,20.25,"766,400"
2011-08-23,KCB,Kenya Commercial Bank,21.75,44,20,20.5,20,20.25,"2,060,000"
2011-08-24,KCB,Kenya Commercial Bank,21.75,44,20,20.5,20,20,"1,880,000"
2011-08-25,KCB,Kenya Commercial Bank,21.75,44,19.5,20.25,19.95,20,"2,140,000"
2011-08-26,KCB,Kenya Commercial Bank,21.75,44,19.5,20,19.8,19.95,"56,900"
2011-08-29,KCB,Kenya Commercial Bank,21.75,44,19.9,20,19.95,19.8,"1,020,000"
2011-08-30,KCB,Kenya Commercial Bank,21.75,44,19.6,20,19.9,19.95,"549,400"
2011-09-01,KCB,Kenya Commercial Bank,21.75,44,19,20,19.35,19.9,"118,400"
2011-09-02,KCB,Kenya Commercial Bank,21.75,44,19.3,20,19.95,19.35,"943,400"
2011-09-05,KCB,Kenya Commercial Bank,21.75,44,19.1,19.85,19.5,19.95,"132,500"
2011-09-06,KCB,Kenya Commercial Bank,21.75,44,19.1,19.6,19.45,19.5,"543,300"
2011-09-07,KCB,Kenya Commercial Bank,21.75,44,19.3,19.75,19.45,19.45,"2,260,000"
2011-09-08,KCB,Kenya Commercial Bank,21.75,44,19.4,19.65,19.45,19.45,"432,200"
2011-09-09,KCB,Kenya Commercial Bank,21.75,44,19,19.75,19.4,19.45,"423,600"
2011-09-12,KCB,Kenya Commercial Bank,21.75,44,19,19.45,19.1,19.4,"238,300"
2011-09-13,KCB,Kenya Commercial Bank,21.75,44,19,19.4,19.25,19.1,"169,200"
2011-09-14,KCB,Kenya Commercial Bank,21.75,44,19.3,19.6,19.45,19.25,"3,670,000"
2011-09-15,KCB,Kenya Commercial Bank,21.75,44,19.1,19.5,19.4,19.45,"521,400"
2011-09-16,KCB,Kenya Commercial Bank,21.75,44,19,19.5,19.15,19.4,"319,100"
2011-09-19,KCB,Kenya Commercial Bank,21.75,44,18,19.2,18.25,19.15,"1,520,000"
2011-09-20,KCB,Kenya Commercial Bank,21.75,44,17.8,18.05,17.9,18.25,"1,530,000"
2011-09-21,KCB,Kenya Commercial Bank,21.75,44,17.5,18.75,17.95,17.9,"1,570,000"
2011-09-22,KCB,Kenya Commercial Bank,21.75,44,17.8,18,17.9,17.95,"626,800"
2011-09-23,KCB,Kenya Commercial Bank,21.75,44,17.6,17.95,17.75,17.9,"1,030,000"
2011-09-26,KCB,Kenya Commercial Bank,21.75,44,17.05,17.95,17.6,17.75,"153,100"
2011-09-27,KCB,Kenya Commercial Bank,21.75,44,16.8,17.5,17,17.6,"980,700"
2011-09-28,KCB,Kenya Commercial Bank,21.75,44,16.5,17.5,16.8,17,"1,880,000"
2011-09-29,KCB,Kenya Commercial Bank,21.75,44,16,16.7,16.35,16.8,"305,700"
2011-09-30,KCB,Kenya Commercial Bank,21.75,44,16.3,16.7,16.35,16.35,"3,900,000"
2011-10-03,KCB,Kenya Commercial Bank,21.75,44,16,16.45,16.2,16.35,"359,100"
2011-10-04,KCB,Kenya Commercial Bank,21.75,44,15.8,16.25,15.95,16.2,"5,190,000"
2011-10-05,KCB,Kenya Commercial Bank,21.75,44,15.8,16.25,15.95,15.95,"1,200,000"
2011-10-06,KCB,Kenya Commercial Bank,21.75,44,15.85,16,15.9,15.95,"287,200"
2011-10-07,KCB,Kenya Commercial Bank,21.75,44,15.7,15.95,15.9,15.9,"1,270,000"
2011-10-10,KCB,Kenya Commercial Bank,21.75,44,15.7,15.9,15.8,15.9,"1,150,000"
2011-10-11,KCB,Kenya Commercial Bank,21.75,44,15.5,15.9,15.65,15.8,"226,200"
2011-10-12,KCB,Kenya Commercial Bank,21.75,44,15,15.8,15.4,15.65,"433,000"
2011-10-13,KCB,Kenya Commercial Bank,21.75,44,14.9,15.65,15.2,15.4,"1,310,000"
2011-10-14,KCB,Kenya Commercial Bank,21.75,44,14.8,15.25,14.9,15.2,"928,200"
2011-10-17,KCB,Kenya Commercial Bank,21.75,44,14.6,14.9,14.7,14.9,"1,610,000"
2011-10-18,KCB,Kenya Commercial Bank,21.75,44,14.7,15,14.75,14.7,"827,900"
2011-10-19,KCB,Kenya Commercial Bank,21.75,44,14.7,14.85,14.75,14.75,"1,430,000"
2011-10-21,KCB,Kenya Commercial Bank,21.75,44,14.65,15,14.7,14.75,"2,720,000"
2011-10-24,KCB,Kenya Commercial Bank,21.75,44,14.75,15,14.8,14.7,"2,080,000"
2011-10-25,KCB,Kenya Commercial Bank,21.75,44,14.75,15.05,14.95,14.8,"1,970,000"
2011-10-26,KCB,Kenya Commercial Bank,21.75,44,15.1,16,15.8,14.95,"3,620,000"
2011-10-27,KCB,Kenya Commercial Bank,21.75,44,15.95,16.3,16.1,15.8,"1,850,000"
2011-10-28,KCB,Kenya Commercial Bank,21.75,44,16.2,17.7,17.3,16.1,"512,600"
2011-10-31,KCB,Kenya Commercial Bank,21.75,44,17.7,18.5,18.05,17.3,"634,000"
2011-11-01,KCB,Kenya Commercial Bank,21.75,44,17.9,18.65,18.25,18.05,"663,000"
2011-11-02,KCB,Kenya Commercial Bank,21.75,44,17.4,18.95,18.4,18.25,"2,270,000"
2011-11-03,KCB,Kenya Commercial Bank,21.75,44,17,18,17.45,18.4,"1,780,000"
2011-11-04,KCB,Kenya Commercial Bank,21.75,44,17,18,17.4,17.45,"488,600"
2011-11-07,KCB,Kenya Commercial Bank,21.75,44,17.55,18,17.8,17.4,"482,700"
2011-11-09,KCB,Kenya Commercial Bank,21.75,44,17.55,18,17.9,17.8,"256,700"
2011-11-10,KCB,Kenya Commercial Bank,21.75,44,17.55,18.1,17.95,17.9,"3,560,000"
2011-11-11,KCB,Kenya Commercial Bank,21.75,44,17.6,18,17.85,17.95,"824,300"
2011-11-14,KCB,Kenya Commercial Bank,21.75,44,17.5,17.8,17.6,17.85,"199,000"
2011-11-15,KCB,Kenya Commercial Bank,21.75,44,17,17.85,17.05,17.6,"138,000"
2011-11-16,KCB,Kenya Commercial Bank,21.75,44,17,17.5,17.05,17.05,"227,700"
2011-11-17,KCB,Kenya Commercial Bank,21.75,44,16.55,17.3,16.95,17.05,"273,200"
2011-11-18,KCB,Kenya Commercial Bank,21.75,44,16.9,17.1,16.95,16.95,"368,700"
2011-11-21,KCB,Kenya Commercial Bank,21.75,44,16.55,17,16.9,16.95,"949,200"
2011-11-22,KCB,Kenya Commercial Bank,21.75,44,16.5,16.8,16.65,16.9,"133,500"
2011-11-23,KCB,Kenya Commercial Bank,21.75,44,16.1,16.8,16.45,16.65,"361,400"
2011-11-24,KCB,Kenya Commercial Bank,21.75,44,15.5,16.5,16.05,16.45,"330,200"
2011-11-25,KCB,Kenya Commercial Bank,21.75,44,15.55,15.7,15.55,16.05,"215,300"
2011-11-28,KCB,Kenya Commercial Bank,21.75,44,15,15.5,15.1,15.55,"274,800"
2011-11-29,KCB,Kenya Commercial Bank,21.75,44,14.8,15.1,14.9,15.1,"802,700"
2011-11-30,KCB,Kenya Commercial Bank,21.75,44,14.9,15.1,15,14.9,"316,100"
2011-12-01,KCB,Kenya Commercial Bank,21.75,44,15,15.3,15,15,"2,440,000"
2011-12-02,KCB,Kenya Commercial Bank,21.75,44,14.9,15.05,14.95,15,"4,410,000"
2011-12-05,KCB,Kenya Commercial Bank,21.75,44,15,15.95,15.05,14.95,"1,590,000"
2011-12-06,KCB,Kenya Commercial Bank,21.75,44,15,15.45,15.1,15.05,"1,420,000"
2011-12-07,KCB,Kenya Commercial Bank,21.75,44,15.1,15.5,15.15,15.1,"1,040,000"
2011-12-08,KCB,Kenya Commercial Bank,21.75,44,15.15,15.45,15.35,15.15,"373,500"
2011-12-09,KCB,Kenya Commercial Bank,21.75,44,15.35,15.75,15.4,15.35,"571,100"
2011-12-13,KCB,Kenya Commercial Bank,21.75,44,15.5,16.1,15.5,15.4,"3,280,000"
2011-12-14,KCB,Kenya Commercial Bank,21.75,44,15.5,16,15.6,15.5,"3,940,000"
2011-12-15,KCB,Kenya Commercial Bank,21.75,44,15.55,15.9,15.6,15.6,"1,640,000"
2011-12-16,KCB,Kenya Commercial Bank,21.75,44,15.65,15.95,15.7,15.6,"135,600"
2011-12-19,KCB,Kenya Commercial Bank,21.75,44,15.6,15.9,15.7,15.7,"2,720,000"
2011-12-20,KCB,Kenya Commercial Bank,21.75,44,15.7,16,15.85,15.7,"3,150,000"
2011-12-21,KCB,Kenya Commercial Bank,21.75,44,15.9,16.2,16,15.85,"2,420,000"
2011-12-22,KCB,Kenya Commercial Bank,21.75,44,16,16.5,16.15,16,"2,190,000"
2011-12-23,KCB,Kenya Commercial Bank,21.75,44,16.05,16.3,16.2,16.15,"133,100"
2011-12-27,KCB,Kenya Commercial Bank,21.75,44,16.2,16.5,16.35,16.2,"30,000"
2011-12-28,KCB,Kenya Commercial Bank,21.75,44,16.3,16.6,16.45,16.35,"393,400"
2011-12-29,KCB,Kenya Commercial Bank,21.75,44,16.5,16.95,16.6,16.45,"521,600"
2011-12-30,KCB,Kenya Commercial Bank,21.75,44,16.6,17,16.85,16.6,"157,400"
2012-01-03,KCB,Kenya Commercial Bank,21.75,42,16.7,17,16.75,16.85,"418,800"
2012-01-04,KCB,Kenya Commercial Bank,21.75,42,16.7,16.85,16.75,16.75,"1,550,000"
2012-01-05,KCB,Kenya Commercial Bank,21.75,42,16.3,16.8,16.65,16.75,"349,300"
2012-01-06,KCB,Kenya Commercial Bank,21.75,42,16.35,16.7,16.6,16.65,"214,500"
2012-01-09,KCB,Kenya Commercial Bank,21.75,42,16.4,16.7,16.65,16.6,"311,600"
2012-01-10,KCB,Kenya Commercial Bank,21.75,42,16.5,16.75,16.6,16.65,"623,500"
2012-01-11,KCB,Kenya Commercial Bank,21.75,42,16.4,16.7,16.6,16.6,"433,000"
2012-01-12,KCB,Kenya Commercial Bank,21.75,42,16.5,16.7,16.6,16.6,"379,600"
2012-01-13,KCB,Kenya Commercial Bank,21.75,42,16.4,16.7,16.6,16.6,"251,600"
2012-01-16,KCB,Kenya Commercial Bank,21.75,42,16.3,16.6,16.5,16.6,"148,600"
2012-01-17,KCB,Kenya Commercial Bank,21.75,42,16.4,16.65,16.55,16.5,"535,700"
2012-01-18,KCB,Kenya Commercial Bank,21.75,42,16.6,16.95,16.75,16.55,"169,900"
2012-01-19,KCB,Kenya Commercial Bank,21.75,42,16.75,18,16.85,16.75,"274,600"
2012-01-20,KCB,Kenya Commercial Bank,21.75,42,17,18,17.7,16.85,"79,900"
2012-01-23,KCB,Kenya Commercial Bank,21.75,42,17.35,17.9,17.45,17.7,"516,100"
2012-01-24,KCB,Kenya Commercial Bank,21.75,42,17.3,17.85,17.5,17.45,"317,200"
2012-01-25,KCB,Kenya Commercial Bank,21.75,42,17.55,18,17.8,17.5,"144,800"
2012-01-26,KCB,Kenya Commercial Bank,21.75,42,17.85,18.3,17.95,17.8,"264,900"
2012-01-27,KCB,Kenya Commercial Bank,21.75,42,18,18.95,18.5,17.95,"288,600"
2012-01-30,KCB,Kenya Commercial Bank,21.75,42,18.65,19.95,19.35,18.5,"1,010,000"
2012-01-31,KCB,Kenya Commercial Bank,21.75,42,18.8,19.65,19,19.35,"2,100,000"
2012-02-01,KCB,Kenya Commercial Bank,21.75,42,18.5,19.45,18.95,19,"400,900"
2012-02-02,KCB,Kenya Commercial Bank,21.75,42,19,19.65,19.25,18.95,"658,300"
2012-02-03,KCB,Kenya Commercial Bank,21.75,42,19,19.3,19.1,19.25,"350,100"
2012-02-06,KCB,Kenya Commercial Bank,21.75,44,19.05,19.3,19.25,19.1,"1,750,000"
2012-02-07,KCB,Kenya Commercial Bank,21.75,44,19.2,19.5,19.3,19.25,"714,300"
2012-02-08,KCB,Kenya Commercial Bank,21.75,44,19.3,19.5,19.3,19.3,"1,510,000"
2012-02-09,KCB,Kenya Commercial Bank,21.75,44,19.25,19.5,19.3,19.3,"283,700"
2012-02-10,KCB,Kenya Commercial Bank,21.75,44,19.25,19.5,19.25,19.3,"326,400"
2012-02-13,KCB,Kenya Commercial Bank,21.75,44,18.75,19.5,19.3,19.25,"1,670,000"
2012-02-14,KCB,Kenya Commercial Bank,21.75,44,19,19.5,19.35,19.3,"323,100"
2012-02-15,KCB,Kenya Commercial Bank,21.75,44,19.35,19.65,19.45,19.35,"561,500"
2012-02-16,KCB,Kenya Commercial Bank,21.75,44,19.5,19.95,19.7,19.45,"473,600"
2012-02-17,KCB,Kenya Commercial Bank,21.75,44,19.65,20,19.65,19.7,"1,680,000"
2012-02-20,KCB,Kenya Commercial Bank,21.75,44,19.6,19.9,19.65,19.65,"163,700"
2012-02-21,KCB,Kenya Commercial Bank,21.75,44,19.65,19.95,19.9,19.65,"548,200"
2012-02-22,KCB,Kenya Commercial Bank,21.75,44,19.75,19.9,19.85,19.9,"1,270,000"
2012-02-23,KCB,Kenya Commercial Bank,21.75,44,19.85,20,19.85,19.85,"3,490,000"
2012-02-24,KCB,Kenya Commercial Bank,21.75,44,19.9,20,19.95,19.85,"955,400"
2012-02-27,KCB,Kenya Commercial Bank,21.75,44,19.95,20.25,20,19.95,"549,600"
2012-02-28,KCB,Kenya Commercial Bank,21.75,44,20,21,20.25,20,"498,700"
2012-02-29,KCB,Kenya Commercial Bank,21.75,44,20,21,20.5,20.25,"2,470,000"
2012-03-01,KCB,Kenya Commercial Bank,21.75,44,20.25,21,20.5,20.5,"2,360,000"
2012-03-02,KCB,Kenya Commercial Bank,21.75,44,21,21.75,21.25,20.5,"4,270,000"
2012-03-05,KCB,Kenya Commercial Bank,21.75,44,21.5,23,22.25,21.25,"3,610,000"
2012-03-06,KCB,Kenya Commercial Bank,21.75,44,21.75,23.25,22.5,22.25,"1,690,000"
2012-03-07,KCB,Kenya Commercial Bank,21.75,44,21.25,22.25,21.5,22.5,"402,700"
2012-03-08,KCB,Kenya Commercial Bank,21.75,44,20.5,21.75,20.75,21.5,"1,280,000"
2012-03-09,KCB,Kenya Commercial Bank,21.75,44,20.75,21.25,20.75,20.75,"2,320,000"
2012-03-12,KCB,Kenya Commercial Bank,21.75,44,21,21.75,21.25,20.75,"281,600"
2012-03-13,KCB,Kenya Commercial Bank,21.75,44,20.75,21.5,20.75,21.25,"495,800"
2012-03-14,KCB,Kenya Commercial Bank,21.75,44,20.25,21,20.5,20.75,"2,660,000"
2012-03-15,KCB,Kenya Commercial Bank,21.75,44,20.25,20.75,20.25,20.5,"2,170,000"
2012-03-16,KCB,Kenya Commercial Bank,21.75,44,20.25,21,20.5,20.25,"4,130,000"
2012-03-19,KCB,Kenya Commercial Bank,21.75,44,20.5,21,20.5,20.5,"2,790,000"
2012-03-20,KCB,Kenya Commercial Bank,21.75,44,20.5,21.5,20.75,20.5,"1,710,000"
2012-03-21,KCB,Kenya Commercial Bank,21.75,44,21,21.75,21.25,20.75,"2,930,000"
2012-03-22,KCB,Kenya Commercial Bank,21.75,44,21.5,22.5,21.75,21.25,"8,840,000"
2012-03-23,KCB,Kenya Commercial Bank,21.75,44,22,22.5,22.25,21.75,"4,300,000"
2012-03-26,KCB,Kenya Commercial Bank,21.75,44,22,23,22.5,22.25,"2,740,000"
2012-03-27,KCB,Kenya Commercial Bank,21.75,44,22.5,23,22.5,22.5,"1,580,000"
2012-03-28,KCB,Kenya Commercial Bank,21.75,44,22.5,22.75,22.5,22.5,"2,270,000"
2012-03-29,KCB,Kenya Commercial Bank,21.75,44,22.25,23,22.25,22.5,"3,880,000"
2012-03-30,KCB,Kenya Commercial Bank,21.75,44,22.25,22.5,22.25,22.25,"2,700,000"
2012-04-02,KCB,Kenya Commercial Bank,21.75,44,22.25,23,22.75,22.25,"13,730,000"
2012-04-03,KCB,Kenya Commercial Bank,21.75,44,22.5,22.75,22.5,22.75,"602,100"
2012-04-04,KCB,Kenya Commercial Bank,21.75,44,22.75,23.25,22.75,22.5,"7,330,000"
2012-04-05,KCB,Kenya Commercial Bank,21.75,44,23,23.5,23.25,22.75,"350,100"
2012-04-10,KCB,Kenya Commercial Bank,21.75,44,23,23.5,23.25,23.25,"746,600"
2012-04-11,KCB,Kenya Commercial Bank,21.75,44,23.25,23.75,23.5,23.25,"1,130,000"
2012-04-12,KCB,Kenya Commercial Bank,21.75,44,23.5,24,23.75,23.5,"4,810,000"
2012-04-13,KCB,Kenya Commercial Bank,21.75,44,23.5,24.25,23.75,23.75,"3,260,000"
2012-04-16,KCB,Kenya Commercial Bank,21.75,44,23.5,24.25,23.75,23.75,"5,170,000"
2012-04-17,KCB,Kenya Commercial Bank,21.75,44,23.5,24,23.75,23.75,"6,970,000"
2012-04-18,KCB,Kenya Commercial Bank,21.75,44,23.5,24,23.5,23.75,"646,200"
2012-04-19,KCB,Kenya Commercial Bank,21.75,44,23.5,24,23.75,23.5,"1,840,000"
2012-04-20,KCB,Kenya Commercial Bank,21.75,44,23.75,24,23.75,23.75,"4,560,000"
2012-04-23,KCB,Kenya Commercial Bank,21.75,44,23.75,24,23.75,23.75,"713,600"
2012-04-25,KCB,Kenya Commercial Bank,21.75,44,23.5,24,23.75,23.75,"2,480,000"
2012-04-26,KCB,Kenya Commercial Bank,21.75,44,22.5,24,23,23.75,"499,000"
2012-04-27,KCB,Kenya Commercial Bank,21.75,44,22.25,23.5,22.25,23,"4,420,000"
2012-04-30,KCB,Kenya Commercial Bank,21.75,44,22.5,23,22.5,22.25,"1,350,000"
2012-05-02,KCB,Kenya Commercial Bank,21.75,44,22.5,23,22.75,22.5,"2,920,000"
2012-05-03,KCB,Kenya Commercial Bank,21.75,44,22.75,24,23.5,22.75,"1,670,000"
2012-05-04,KCB,Kenya Commercial Bank,21.75,44,23.75,24,23.75,23.5,"6,370,000"
2012-05-07,KCB,Kenya Commercial Bank,21.75,44,23,24.25,23.75,23.75,"702,000"
2012-05-08,KCB,Kenya Commercial Bank,21.75,44,23,24,23.5,23.75,"3,010,000"
2012-05-09,KCB,Kenya Commercial Bank,21.75,44,23.5,23.75,23.5,23.5,"1,970,000"
2012-05-10,KCB,Kenya Commercial Bank,21.75,44,23.5,24,23.5,23.5,"375,300"
2012-05-11,KCB,Kenya Commercial Bank,21.75,44,23.5,24,23.75,23.5,"4,840,000"
2012-05-14,KCB,Kenya Commercial Bank,21.75,44,23.75,24.75,24.25,23.75,"2,480,000"
2012-05-15,KCB,Kenya Commercial Bank,21.75,44,24.25,24.75,24.25,24.25,"1,340,000"
2012-05-16,KCB,Kenya Commercial Bank,21.75,44,24.5,24.75,24.5,24.25,"5,510,000"
2012-05-17,KCB,Kenya Commercial Bank,21.75,44,24.25,24.75,24.5,24.5,"2,750,000"
2012-05-18,KCB,Kenya Commercial Bank,21.75,44,23.75,24.5,23.75,24.5,"1,760,000"
2012-05-21,KCB,Kenya Commercial Bank,21.75,44,23.5,24,23.5,23.75,"1,080,000"
2012-05-22,KCB,Kenya Commercial Bank,21.75,44,21.75,23.5,21.75,23.5,"1,310,000"
2012-05-23,KCB,Kenya Commercial Bank,21.75,44,22,22.5,22,21.75,"2,860,000"
2012-05-24,KCB,Kenya Commercial Bank,21.75,44,22,22.5,22,22,"3,090,000"
2012-05-25,KCB,Kenya Commercial Bank,21.75,44,22.25,23,22.25,22,"10,690,000"
2012-05-28,KCB,Kenya Commercial Bank,21.75,44,22.75,23.25,22.75,22.25,"4,380,000"
2012-05-29,KCB,Kenya Commercial Bank,21.75,44,22.75,23,22.75,22.75,"1,090,000"
2012-05-30,KCB,Kenya Commercial Bank,21.75,44,22.75,23.25,22.75,22.75,"2,240,000"
2012-05-31,KCB,Kenya Commercial Bank,21.75,44,22.75,23.25,22.75,22.75,"933,800"
2012-06-04,KCB,Kenya Commercial Bank,21.75,44,23,23.25,23,22.75,"1,380,000"
2012-06-05,KCB,Kenya Commercial Bank,21.75,44,23,23.25,23,23,"3,950,000"
2012-06-06,KCB,Kenya Commercial Bank,21.75,44,23,23.25,23,23,"396,100"
2012-06-07,KCB,Kenya Commercial Bank,21.75,44,23,23.5,23,23,"769,600"
2012-06-08,KCB,Kenya Commercial Bank,21.75,44,23,23.25,23,23,"738,400"
2012-06-11,KCB,Kenya Commercial Bank,21.75,44,23,23.25,23,23,"4,020,000"
2012-06-12,KCB,Kenya Commercial Bank,21.75,44,23,23.25,23,23,"1,040,000"
2012-06-13,KCB,Kenya Commercial Bank,21.75,44,23,23.25,23,23,"1,840,000"
2012-06-14,KCB,Kenya Commercial Bank,21.75,44,23,23.5,23,23,"341,500"
2012-06-15,KCB,Kenya Commercial Bank,21.75,44,23.25,23.5,23.25,23,"475,100"
2012-06-18,KCB,Kenya Commercial Bank,21.75,44,23.25,23.75,23.25,23.25,"624,200"
2012-06-19,KCB,Kenya Commercial Bank,21.75,44,23.5,24,23.5,23.25,"1,230,000"
2012-06-20,KCB,Kenya Commercial Bank,21.75,44,23.5,23.75,23.5,23.5,"109,100"
2012-06-21,KCB,Kenya Commercial Bank,21.75,44,23.25,24,23.5,23.5,"2,840,000"
2012-06-22,KCB,Kenya Commercial Bank,21.75,44,23.25,23.5,23.25,23.5,"2,780,000"
2012-06-25,KCB,Kenya Commercial Bank,21.75,44,23,23.25,23,23.25,"223,200"
2012-06-26,KCB,Kenya Commercial Bank,21.75,44,23,23.25,23,23,"394,900"
2012-06-27,KCB,Kenya Commercial Bank,21.75,44,23,23.25,23,23,"4,160,000"
2012-06-28,KCB,Kenya Commercial Bank,21.75,44,23,23.25,23,23,"2,780,000"
2012-06-29,KCB,Kenya Commercial Bank,21.75,44,23,23.25,23,23,"1,580,000"
2012-07-02,KCB,Kenya Commercial Bank,21.75,44,23,23.5,23,23,"1,410,000"
2012-07-03,KCB,Kenya Commercial Bank,21.75,44,23,23.5,23,23,"203,700"
2012-07-04,KCB,Kenya Commercial Bank,21.75,44,23,23.5,23,23,"3,150,000"
2012-07-05,KCB,Kenya Commercial Bank,21.75,44,23.25,23.5,23.25,23,"291,900"
2012-07-06,KCB,Kenya Commercial Bank,21.75,44,23.25,23.75,23.25,23.25,"2,080,000"
2012-07-09,KCB,Kenya Commercial Bank,21.75,44,23.25,23.5,23.25,23.25,"234,900"
2012-07-10,KCB,Kenya Commercial Bank,21.75,44,23,23.75,23.25,23.25,"269,200"
2012-07-11,KCB,Kenya Commercial Bank,21.75,44,23.25,23.5,23.25,23.25,"3,780,000"
2012-07-12,KCB,Kenya Commercial Bank,21.75,44,23.25,23.75,23.5,23.25,"1,650,000"
2012-07-13,KCB,Kenya Commercial Bank,21.75,44,23.25,23.75,23.25,23.5,"536,300"
2012-07-16,KCB,Kenya Commercial Bank,21.75,44,23,23.75,23.25,23.25,"1,700,000"
2012-07-17,KCB,Kenya Commercial Bank,21.75,44,23,23.5,23.25,23.25,"2,960,000"
2012-07-18,KCB,Kenya Commercial Bank,21.75,44,23.25,23.5,23.25,23.25,"141,600"
2012-07-19,KCB,Kenya Commercial Bank,21.75,44,23.25,23.75,23.5,23.25,"818,500"
2012-07-20,KCB,Kenya Commercial Bank,21.75,44,23.5,24,23.5,23.5,"1,410,000"
2012-07-23,KCB,Kenya Commercial Bank,21.75,44,23.75,24,23.75,23.5,"494,200"
2012-07-24,KCB,Kenya Commercial Bank,21.75,44,23.75,24.5,24,23.75,"2,190,000"
2012-07-25,KCB,Kenya Commercial Bank,21.75,44,24,24.75,24.25,24,"2,580,000"
2012-07-26,KCB,Kenya Commercial Bank,21.75,44,24.25,24.5,24.25,24.25,"884,300"
2012-07-27,KCB,Kenya Commercial Bank,21.75,44,24,25,24.25,24.25,"8,160,000"
2012-07-30,KCB,Kenya Commercial Bank,21.75,44,24,24.5,24,24.25,"375,500"
2012-07-31,KCB,Kenya Commercial Bank,21.75,44,23.75,24.5,24,24,"594,700"
2012-08-01,KCB,Kenya Commercial Bank,21.75,44,24,24.5,24.25,24,"1,730,000"
2012-08-02,KCB,Kenya Commercial Bank,21.75,44,24,24.5,24.25,24.25,"935,600"
2012-08-03,KCB,Kenya Commercial Bank,21.75,44,24.25,24.5,24.25,24.25,"393,600"
2012-08-06,KCB,Kenya Commercial Bank,21.75,44,24.25,24.5,24.25,24.25,"565,800"
2012-08-07,KCB,Kenya Commercial Bank,21.75,44,24.25,24.75,24.25,24.25,"443,100"
2012-08-08,KCB,Kenya Commercial Bank,21.75,44,24.25,24.5,24.25,24.25,"251,600"
2012-08-09,KCB,Kenya Commercial Bank,21.75,44,24.25,24.75,24.5,24.25,"547,200"
2012-08-10,KCB,Kenya Commercial Bank,21.75,44,24.5,25,24.5,24.5,"1,520,000"
2012-08-13,KCB,Kenya Commercial Bank,21.75,44,24.75,25.25,24.75,24.5,"727,400"
2012-08-14,KCB,Kenya Commercial Bank,21.75,44,24.75,25.25,25,24.75,"269,800"
2012-08-15,KCB,Kenya Commercial Bank,21.75,44,25,25.25,25,25,"818,800"
2012-08-16,KCB,Kenya Commercial Bank,21.75,44,25,25.5,25.25,25,"343,200"
2012-08-17,KCB,Kenya Commercial Bank,21.75,44,25.25,25.5,25.25,25.25,"452,600"
2012-08-21,KCB,Kenya Commercial Bank,21.75,44,25.25,25.75,25.5,25.25,"7,580,000"
2012-08-22,KCB,Kenya Commercial Bank,21.75,44,25.5,26,25.5,25.5,"294,500"
2012-08-23,KCB,Kenya Commercial Bank,21.75,44,25.5,25.75,25.5,25.5,"242,400"
